sample_id,macrocategory,category,type,subtype,fermented/non-fermented,country,cluster_div,unknown_per
VB15-24,food,dairy,cheese,fresh_cheese_b_core,F,AUT,387,0.754521964
ERS3967720,food,dairy,rostagroekport_voroznyj,,F,RUS,754,0.571618037
SRS5652933,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,396,0.904040404
ERS3466756,food,dairy,cheese,stretched-curd_cheese,F,IRL,581,0.698795181
B24M,food,alcohol,beer,lambic_beer,F,BEL,625,0.92
AF24,food,fermented_grains_legumes_and_seeds,dawa_dawa,locust_bean,F,GHA,1618,0.407911001
SRS6525483,food,dairy,yogurt,,F,ITA,459,0.566448802
TGS10-23,food,dairy,cheese,cheese_1_before_ripening;core,F,IRL,289,0.539792388
VB03-26,food,dairy,cheese,fresh_cheese_b_rind,F,AUT,290,0.568965517
Q04-23,food,dairy,cheese,cheese_1_before_ripening;core,F,ESP,602,0.564784053
P2563,food,dairy,whey,whey,F,ESP,404,0.556930693
SRS6525481,food,dairy,yogurt,,F,ITA,374,0.553475936
ERS3967743,food,dairy,yogurt,labne,F,IRL,786,0.617048346
VB07-24,food,dairy,cheese,fresh_cheese_b_core,F,AUT,295,0.549152542
ERS3967694,food,fermented_fruits_and_vegetables,orange,,F,GBR,232,0.413793103
NM20-3,food,dairy,koumiss,,F,CHN,991,0.948536831
AF80,food,fermented_grains_legumes_and_seeds,soumbala,parkia_biglobosa_seeds,F,BFA,988,0.267206478
AF10,food,fermented_grains_legumes_and_seeds,iru,locust_bean,F,NGA,1077,0.329619313
AF48,food,fermented_grains_legumes_and_seeds,iru,iru_pete;locust_bean,F,NGA,1057,0.340586566
AF58,food,fermented_grains_legumes_and_seeds,okpehe,prosopis_africana,F,NGA,1179,0.362171332
U-21,food,dairy,whey,whey,F,ITA,236,0.745762712
AF33,food,fermented_grains_legumes_and_seeds,kunu,millet,F,NGA,423,0.754137116
WK049-2-L-08h-05A8_S60,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,436,0.71559633
WK049-1-L-08h-05A6_S58,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,FRA,434,0.705069124
ERS3967706,food,fermented_grains_legumes_and_seeds,brown_rice_amazake,,F,JPN,382,0.565445026
AF43,food,fermented_grains_legumes_and_seeds,ugba,pentaclehtra_macrophylla_oil_bean,F,NGA,791,0.892541087
ERS3967745,food,fermented_fruits_and_vegetables,kimchi,scallion_kimchi,F,IRL,263,0.669201521
ERS3967695,food,fermented_fruits_and_vegetables,sauerkraut,,F,DEU,553,0.627486438
SRS5803192,food,fermented_fish,skate_fish,hongeo,F,KOR,55,0.836363636
SRS5803193,food,fermented_fish,skate_fish,hongeo,F,KOR,39,0.820512821
C02-18,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,195,0.943589744
DF_32,food,dairy,cheese,taleggio,F,ITA,1603,0.864004991
DF_17,food,dairy,cheese,pecorino_di_pienza,F,ITA,435,0.505747126
SRS1779549,food,fermented_meat,meat,felino-type_sausages,F,ITA,537,0.52886406
SRS1779542,food,fermented_meat,meat,felino-type_sausages,F,ITA,484,0.512396694
DS_81,food,fermented_meat,salami,salame_napoli,F,ITA,550,0.590909091
CSB726,food,dairy,cheese,cheese_rind,F,USA,686,0.597667638
ERS3466747,food,dairy,cheese,tomme,F,IRL,1533,0.912589693
ERS3466791,food,dairy,cheese,blue_cheese,F,IRL,603,0.618573798
705_Forme_dAmbert,food,dairy,cheese,forme_de_ambert,F,FRA,1126,0.818827709
ERS3466737,food,dairy,cheese,stretched-curd_cheese,F,IRL,1357,0.759027266
Q05-25,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,801,0.799001248
AF37,food,fermented_grains_legumes_and_seeds,ogi,ogi_white_millet,F,NGA,648,0.851851852
ERS3967731,food,fermented_fruits_and_vegetables,kimchi,,F,IRL,442,0.604072398
AF86,food,fermented_grains_legumes_and_seeds,kunu,millet,F,NGA,365,0.690410959
ERS1739834,food,dairy,nunu,,F,GHA,524,0.666030534
ERS1739836,food,dairy,nunu,,F,GHA,654,0.689602446
ERS1739832,food,dairy,nunu,,F,GHA,462,0.677489177
L10,food,dairy,kefir,milk_kefir,F,IRL,265,0.554716981
P2173_73322,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,478,0.610878661
SRS5803194,food,fermented_fish,skate_fish,hongeo,F,KOR,75,0.84
AF20,food,fermented_grains_legumes_and_seeds,kunu,kunun-zaki_millet,F,NGA,163,0.760736196
ERS4361128,food,dairy,laban,fermented_milk,F,SAU,402,0.676616915
S-21,food,dairy,whey,whey,F,ITA,308,0.681818182
AF12,food,fermented_grains_legumes_and_seeds,ogi,millet,F,NGA,780,0.716666667
NM17-3,food,dairy,koumiss,,F,CHN,370,0.556756757
SRS5653128,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,842,0.655581948
SRS5653081,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,CAN,583,0.680960549
TGS05-29_0,food,dairy,cheese,cheese_1_final_product;mozzarella;rind,F,IRL,91,0.32967033
SRS5653255,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,183,0.907103825
ERS2068298,food,fermented_beverages,coffee,coffee_arabica,F,ECU,264,0.799242424
DF_43,food,dairy,cheese,pastore_sardo,F,ITA,444,0.675675676
C6,food,dairy,kefir,milk_kefir,F,ITA,415,0.693975904
D-27.0,food,dairy,cheese,mozzarella,F,ITA,174,0.626436782
B5,food,dairy,kefir,milk_kefir,F,BEL,399,0.679197995
ERS1354644,food,dairy,kefir,milk_kefir,F,FRA,345,0.704347826
L2,food,dairy,kefir,milk_kefir,F,GBR,450,0.691111111
D3,food,dairy,kefir,milk_kefir,F,ISR,379,0.691292876
VB02-24,food,dairy,cheese,fresh_cheese_b_core,F,AUT,418,0.684210526
N11,food,dairy,kefir,milk_kefir,F,IND,252,0.670634921
C7,food,dairy,kefir,milk_kefir,F,ITA,248,0.661290323
ERS3967734,food,fermented_tubers_and_roots,ginger,ginger_sliced_in_2percent_brine,F,IRL,58,0.413793103
ERS1354645,food,dairy,kefir,milk_kefir,F,IRL,323,0.687306502
H2,food,dairy,kefir,milk_kefir,F,GRC,348,0.640804598
ERS2068300,food,fermented_beverages,coffee,coffee_arabica,F,ECU,81,0.641975309
SRS5803191,food,fermented_fish,skate_fish,hongeo,F,KOR,23,0.739130435
