sample_id,category,cluster_div,unknown_per,mag_div
SRS5653374,fermented_grains_legumes_and_seeds,752,1.281914894,3
P2246_73323,dairy,5560,0.873201439,8
P2551,dairy,6405,0.952380952,11
CS007_71775,dairy,2049,1.016105417,6
FO005_71775,dairy,8367,0.889924704,15
GR111_73417,dairy,1420,0.8,3
ERS1354646,dairy,689,0.785195936,2
DF_104,dairy,2866,0.874389393,9
PM003_71775,dairy,4352,0.956801471,9
PV005_71775,dairy,2082,0.799711816,6
WK056-1-L-48h-04F7_S23,fermented_beverages,2706,1.137472284,6
C2,dairy,904,0.830752212,2
G7,dairy,918,0.834422658,2
L4,dairy,3317,0.732288212,5
S7,dairy,1723,0.735925711,3
P2243_73323,dairy,8742,0.888927019,12
P2249_73323,dairy,8238,0.844136926,14
P2626,dairy,4758,0.843421606,10
DF_96,dairy,3654,0.933223864,10
SRS5652903,fermented_grains_legumes_and_seeds,2079,0.818181818,4
P2220_73323,dairy,2014,0.785998014,4
TGS10-28,dairy,2947,0.982354937,7
DF_86,dairy,1743,0.893287435,4
ERS3967744,fermented_beverages,1075,0.949767442,2
VB02-28,dairy,1324,0.988670695,4
T4,dairy,2645,0.79168242,5
P2605,dairy,2171,0.818516813,6
P2616,dairy,10300,0.854563107,13
WK056-2-G-48h-05G8_S114,fermented_beverages,3254,1.060540873,6
V11,dairy,1709,0.733762434,3
P2575,dairy,1679,0.752829065,4
P2615,dairy,4015,0.804732254,10
FO001_71775,dairy,2991,0.727850217,6
FO007_71775,dairy,8565,0.88056042,23
PM007_71775,dairy,2430,0.859259259,9
M-23.1,dairy,2546,0.770227808,6
WK013-2-G-48h-01D7_S13,fermented_beverages,2957,0.889076767,5
D6,dairy,1037,0.942140791,3
P2565,dairy,4579,0.815025115,8
WK018T-2-G-00h-05I8_S132,fermented_beverages,1736,0.84562212,3
WK025-2-L-48h-02H7_S8,fermented_beverages,3818,0.931901519,8
TGS10-29,dairy,1052,0.797528517,2
WK025-2-L-08h-02H6_S7,fermented_beverages,3827,0.891559969,7
M-24.1,dairy,2876,0.903337969,8
WK009-2-G-48h-01D3_S9,fermented_beverages,4691,0.845235557,7
J8,dairy,1744,0.822821101,3
V7,dairy,2200,0.789090909,4
DF_37,dairy,4857,0.930615606,9
P2548,dairy,6120,0.944444444,12
PM012_71775,dairy,3378,0.825044405,11
DF_30,dairy,2819,0.816601632,6
P2609,dairy,2583,0.801780875,7
MO005_73417,dairy,3397,0.885781572,8
WK027-2-L-48h-02I6_S16,fermented_beverages,902,0.94345898,2
DF_102,dairy,4509,0.758261255,11
ERS3967735,fermented_tubers_and_roots,2449,0.772151899,5
FO011_71775,dairy,4162,0.899086977,10
k4,dairy,1377,0.756717502,3
S9,dairy,1636,0.732273839,3
DF_39,dairy,3319,0.832479663,8
DF_75,dairy,3318,0.680831826,10
k2,dairy,962,0.77962578,2
Q02-29,dairy,7402,0.890705215,9
SRS6087088,fermented_beverages,2166,0.753462604,6
Q02-28,dairy,5413,0.769628672,10
V-29,dairy,7860,0.940330789,13
ERS3967699,fermented_fruits_and_vegetables,3450,0.917101449,5
Q04-21,dairy,3660,0.854371585,7
ERS3967704,fermented_fruits_and_vegetables,1464,0.632513661,2
ERS3967711,fermented_fruits_and_vegetables,2638,0.639499621,7
ERS3967741,fermented_beverages,4910,0.788594705,9
Q02-25,dairy,2731,0.588795313,5
DF_115,dairy,3833,0.764675189,9
Q02-30,dairy,4622,0.841627001,9
ERS3967698,fermented_grains_legumes_and_seeds,1843,0.6017363,3
SRS2870591,dairy,1114,0.373429084,2
Q02-24,dairy,2515,0.578131213,5
P2584,dairy,10964,0.79350602,20
P2587,dairy,5561,0.688904873,10
SRS2870569,dairy,2117,0.40198394,3
Q02-26,dairy,2338,0.585970915,5
AF45,fermented_tubers_and_roots,1216,0.525493421,6
SRS1050146,fermented_fruits_and_vegetables,855,0.494736842,6
932_Robiola_due_Latte,dairy,2156,0.870593692,4
TGS04-28,dairy,9908,0.94045216,18
Q06-23,dairy,2191,0.501597444,4
P2586,dairy,6908,0.762883613,14
TGS05-21,dairy,1283,0.143413874,1
ERS3466733,dairy,2328,0.652491409,4
Q03-21,dairy,2694,0.572383073,5
AF74,fermented_grains_legumes_and_seeds,1482,0.663967611,3
AF84,fermented_tubers_and_roots,3499,0.627893684,10
TGS05-27_0,dairy,1524,0.269685039,3
TGS05-30_0,dairy,1043,0.15915628,2
SRS2870600,dairy,1998,0.446446446,3
SRS2870602,dairy,1441,0.314365024,2
ERS3466746,dairy,3531,0.612291136,5
C05-19,fermented_meat,1232,0.775162338,3
Q05-21,dairy,1866,0.768488746,4
SRS2870590,dairy,1901,0.284061021,2
AF73,fermented_grains_legumes_and_seeds,1101,0.36058129,2
Q08-21,dairy,2974,0.598520511,5
AF89,fermented_tubers_and_roots,2881,0.618188129,5
SRS2920551,fermented_beverages,3230,0.667801858,15
VB04-26,dairy,2322,0.462962963,4
SRS5803195,fermented_fish,324,0.549382716,8
SRS3379157,fermented_fruits_and_vegetables,1584,0.297348485,2
O-23.1,dairy,3588,0.570512821,7
SRS3379165,fermented_fruits_and_vegetables,751,0.263648469,1
SRS6087090,fermented_beverages,1700,0.681176471,5
SRS2920550,fermented_beverages,4696,0.723594549,19
P2234_73323,dairy,6354,0.708057916,9
SRS2870568,dairy,1345,0.333085502,2
Q07-21,dairy,2347,0.576054538,4
P2236_73323,dairy,6481,0.710847091,9
P2504,dairy,3097,0.689376816,3
P2613,dairy,1595,0.710971787,4
282_Bethlehem,dairy,2016,0.562003968,2
ERS3967689,dairy,2867,0.476805023,5
P2623,dairy,2759,0.677056905,7
Q06-24,dairy,2408,0.483803987,4
Q08-24,dairy,3429,0.625546807,6
AF76,fermented_grains_legumes_and_seeds,798,0.179197995,1
P2585,dairy,4776,0.72361809,10
PM002_71775,dairy,4916,0.740032547,13
SRS4562500,fermented_grains_legumes_and_seeds,1816,0.651982379,5
DS_111,fermented_meat,4190,0.701909308,10
VB04-25,dairy,2712,0.413716814,4
GO001_73417,dairy,3819,0.822990312,5
Q02-23,dairy,3583,0.642757466,7
ERS3967688,dairy,2183,0.344480073,4
ERS3466774,dairy,3294,0.756223437,6
ERS1739838,dairy,2173,0.427519558,3
Q08-23,dairy,3330,0.641741742,6
SRS2920555,fermented_beverages,2681,0.691906005,14
P2235_73323,dairy,6563,0.660368734,11
Q06-25,dairy,2735,0.465082267,5
ERS3967715,fermented_beverages,1579,0.626979101,7
Q04-24,dairy,2119,0.688060406,5
ERS1739837,dairy,1256,0.342356688,1
ERS1739831,dairy,1726,0.472769409,3
P2596,dairy,4931,0.72642466,9
VB14-25,dairy,2678,0.546676624,4
ERS1739839,dairy,1269,0.499605989,3
AF17,alcohol,2232,0.467293907,5
ERS1739833,dairy,1714,0.422987165,2
SRS3379166,fermented_fruits_and_vegetables,1236,0.343042071,2
VB12-25,dairy,1916,0.466597077,2
ERS3967701,fermented_beverages,4503,0.705973795,6
VB13-26,dairy,2145,0.552913753,5
SRS398266,fermented_grains_legumes_and_seeds,2894,0.52902557,5
ERS3466765,dairy,1498,0.642857143,3
AF27,dairy,1784,0.594170404,5
P2594,dairy,5807,0.792319614,9
ERS2032094,dairy,2459,0.655957706,5
ERS2032123,dairy,5134,0.757888586,7
P2227_73323,dairy,3406,0.852613036,7
P2483,dairy,2341,0.722768048,4
P2568,dairy,2873,0.782109293,5
TGS14-21,dairy,621,0.813204509,2
TGS15-29,dairy,5156,0.89197052,7
ERS3466764,dairy,753,0.892430279,2
N1,dairy,308,0.564935065,1
P7,dairy,1070,0.638317757,2
V5,dairy,1115,0.679820628,2
ERS2032122,dairy,2925,0.731965812,5
P2555,dairy,2372,0.798482293,6
VB02-21,dairy,1626,0.661746617,4
TGS10-21,dairy,1171,0.800170794,3
TGS13-27,dairy,2612,0.755359877,5
AS111_71775,dairy,2500,0.7452,6
H-30,dairy,4825,0.871709845,8
T-23,dairy,1382,0.662083936,3
V-24,dairy,4125,0.851636364,11
C12,dairy,1414,0.919377652,3
M7,dairy,461,0.557483731,1
S11,dairy,1580,0.655696203,3
ERS2032106,dairy,4597,0.749619317,6
DF_118,dairy,5233,0.906363463,6
DF_15,dairy,3574,0.902909905,6
P2199_73323,dairy,986,0.893509128,3
P2215_73323,dairy,593,0.58010118,2
P2226_73323,dairy,1141,0.901840491,3
P2608,dairy,2629,0.909090909,8
TGS14-28,dairy,2286,0.661417323,5
H-24,dairy,1085,0.812903226,3
ERS3466725,dairy,1390,0.600719424,3
ERS3466766,dairy,1381,0.761766836,4
L8,dairy,2445,0.840899796,5
U-2-12,dairy,1257,0.659506762,2
Q06-26,dairy,1565,0.697124601,4
AF46,fermented_grains_legumes_and_seeds,1368,0.699561404,3
P2233_73323,dairy,6289,1.005565273,11
VB09-23,dairy,1173,0.688832055,3
AS003_73417,dairy,1400,0.795,4
H-25,dairy,922,0.726681128,3
ERS3466720,dairy,726,0.85261708,2
ERS3466731,dairy,996,0.592369478,2
ERS3466757,dairy,673,0.560178306,1
G2,dairy,1470,0.613605442,3
H3,dairy,638,0.854231975,2
I2,dairy,2125,0.707764706,4
M10,dairy,395,0.572151899,1
P12,dairy,1674,0.691158901,4
U-2-11,dairy,1081,0.636447734,2
V6,dairy,1149,0.683202785,2
ERS2032101,dairy,1876,0.630063966,4
ERS2032110,dairy,4192,0.756679389,5
ERS2032114,dairy,2852,0.710378682,5
DF_122,dairy,2398,0.707673061,6
CSB720,dairy,5539,0.873081784,6
P2223_73323,dairy,816,0.808823529,3
P2524,dairy,1422,0.740506329,3
P2610,dairy,4033,0.861641458,9
AS102_71775,dairy,911,0.608122942,2
SRS2870578,dairy,415,0.56626506,1
M6,dairy,656,0.55945122,1
Q2,dairy,1389,0.591792657,3
V3,dairy,1167,0.670094259,2
Q06-28,dairy,4515,0.755924695,9
P2195_73323,dairy,574,0.926829268,2
P2494,dairy,562,0.567615658,2
P2604,dairy,3700,0.88972973,6
P2637,dairy,4650,0.884946237,8
T-26.1,dairy,1223,0.63205233,3
SRS2870599,dairy,658,0.553191489,1
ERS3466770,dairy,1658,0.676115802,3
ERS3466794,dairy,641,0.550702028,1
G5,dairy,292,0.565068493,1
L12,dairy,1164,0.650343643,2
S10,dairy,1109,0.600541028,2
T1,dairy,1888,0.730932203,4
W6,dairy,1148,0.682926829,2
DF_94,dairy,2352,0.821003401,6
P2214_73323,dairy,318,0.58490566,1
P2507,dairy,1230,0.669918699,3
P2636,dairy,4581,0.867932766,7
TGS13-28,dairy,1404,0.683048433,3
TGS15-24,dairy,365,0.969863014,2
PT014_71775,dairy,1201,0.861781848,3
ERS3466728,dairy,743,0.930013459,2
B6,dairy,767,0.989569752,2
V9,dairy,2052,0.763157895,4
Q01-26,dairy,982,0.573319756,2
Q01-28,dairy,955,0.567539267,2
Q07-26,dairy,1309,0.808250573,3
ERS2032112,dairy,5649,0.780846167,9
P2194_73323,dairy,1120,0.891071429,3
AS005_71775,dairy,2619,0.775868652,6
SRS2870588,dairy,453,0.556291391,1
SRS2870598,dairy,657,0.555555556,1
ERS3466793,dairy,2286,0.849956255,5
I6,dairy,1099,0.721565059,3
k12,dairy,1172,0.650170648,2
M8,dairy,654,0.558103976,1
O12,dairy,2089,0.692675921,4
P1,dairy,2106,0.700379867,4
P10,dairy,2403,0.819392426,5
Q05-24,dairy,1243,0.714400644,3
ERS2032118,dairy,3798,0.750921538,5
DF_45,dairy,3158,0.749525016,8
P2197_73323,dairy,828,0.746376812,2
P2238_73323,dairy,5441,0.865098328,8
P2500,dairy,2318,0.869715272,5
P2502,dairy,3267,0.762473217,5
TGS01-27,dairy,1215,0.877366255,3
TGS12-30,dairy,792,0.570707071,2
AS107_71775,dairy,3956,0.833670374,9
A11,dairy,762,0.93832021,2
J7,dairy,659,0.552352049,1
k1,dairy,1167,0.6520994,2
N12,dairy,1033,0.65053243,2
Q9,dairy,659,0.558421851,1
R12,dairy,1367,0.926115582,3
R9,dairy,1165,0.769098712,3
S1,dairy,1111,0.774977498,2
V2,dairy,1634,0.734394125,3
Q05-23,dairy,1112,0.724820144,3
ERS2032089,dairy,1382,0.632416787,3
P2239_73323,dairy,8388,1.024082022,14
P2498,dairy,2041,0.686918177,4
VB06-21,dairy,2246,0.703918077,6
TGS04-21,dairy,1323,0.770219199,3
TGS08-21,dairy,1946,0.966084275,5
T-24,dairy,1255,0.643027888,3
ERS3466719,dairy,955,0.683769634,2
A12,dairy,1589,0.857772184,4
M5,dairy,1108,0.792418773,3
Q01-24,dairy,991,0.572149344,2
ERS2032100,dairy,1329,0.592927013,3
P2537,dairy,394,0.939086294,2
P2570,dairy,3818,0.949711891,7
ERS3466772,dairy,1602,0.573657928,3
I3,dairy,1383,0.595083153,3
I7,dairy,949,0.597471022,2
P2,dairy,1429,0.794261721,4
Q07-23,dairy,1244,0.795819936,3
P2147_73322,dairy,5760,0.869444444,8
P2232_73323,dairy,1653,0.782214156,5
P2482,dairy,869,0.744533947,2
P2510,dairy,786,0.74173028,2
P2600,dairy,7322,0.906719476,11
P2606,dairy,2818,0.804471256,6
DC18-04-BC,dairy,642,0.929906542,2
DC18-F-BC,dairy,1021,0.908912831,3
TGS03-29,dairy,4090,0.933007335,4
TGS08-23,dairy,1463,0.872863978,4
TGS09-25,dairy,1632,0.701593137,3
TGS14-27,dairy,1098,0.802367942,3
T-24.1,dairy,2617,0.778372182,7
ERS3466735,dairy,1283,0.851130164,3
ERS3466741,dairy,1174,0.941226576,3
ERS3466763,dairy,550,0.534545455,1
ERS3466779,dairy,760,0.927631579,2
H10,dairy,2146,0.710158434,4
ERS2032096,dairy,1281,0.587822014,3
ERS2032103,dairy,4213,0.768098742,5
DF_77,dairy,4511,0.8421636,11
TGS03-23,dairy,533,0.91369606,2
V-25,dairy,1937,0.785751162,4
ERS3466767,dairy,1133,0.569285084,2
ERS3466786,dairy,677,0.562776957,1
J9,dairy,1315,0.75513308,2
P8,dairy,1542,0.658236057,3
Q4,dairy,2526,0.837292162,5
ERS2032097,dairy,1671,0.636744464,4
ERS2032105,dairy,906,0.609271523,2
P2224_73323,dairy,2528,0.699367089,6
DC18-F-AC,dairy,1235,0.936842105,3
TGS01-25,dairy,1536,0.78125,3
TGS12-26,dairy,594,0.759259259,2
TGS13-26,dairy,570,0.554385965,1
SRS2870581,dairy,337,0.554896142,1
ERS3466755,dairy,773,0.843467012,2
ERS3466783,dairy,1137,0.876868953,3
H3_S87,dairy,1637,0.78313989,12
H4,dairy,1333,0.816954239,3
J1,dairy,2301,0.906996958,6
Q5,dairy,2707,0.836350203,5
V12,dairy,646,0.557275542,1
V4,dairy,1028,0.61770428,2
ERS3967708,fermented_beverages,1182,0.84179357,3
P2508,dairy,1089,0.820936639,3
P2520,dairy,985,0.693401015,2
ERS3466778,dairy,1975,0.814177215,5
B12,dairy,2109,0.856330014,5
L7,dairy,1957,0.707204905,4
W7,dairy,647,0.548686244,1
P2228_73323,dairy,1686,0.772241993,5
P2514,dairy,1423,0.763879129,4
TGS01-23,dairy,1323,0.780045351,3
ERS3466726,dairy,939,0.838125666,3
ERS3466732,dairy,850,0.588235294,2
L11,dairy,1151,0.649000869,2
V10,dairy,1688,0.776658768,3
319_Tarentaise,dairy,2053,0.794934243,3
ERS2032108,dairy,2438,0.685397867,4
DF_35,dairy,2934,0.834014997,7
P2192_73323,dairy,999,0.720720721,3
P2225_73323,dairy,976,0.94057377,3
P2519,dairy,789,0.685678074,2
P2633,dairy,2856,0.783963585,6
H-28,dairy,1209,0.8254756,3
ERS3466752,dairy,667,0.707646177,2
ERS3466769,dairy,1224,0.883169935,3
I5,dairy,1779,0.731871838,3
M12,dairy,549,0.56284153,1
O11,dairy,1854,0.707119741,4
P9,dairy,1162,0.65404475,2
Q3,dairy,2045,0.604889976,3
S3,dairy,743,0.885598923,2
W10,dairy,647,0.547140649,1
Q06-27,dairy,2399,0.775323051,5
Q07-25,dairy,1286,0.800155521,3
ERS2032121,dairy,855,0.596491228,2
SRS2706108,fermented_fruits_and_vegetables,1388,0.687319885,3
P2149_73322,dairy,5017,0.831572653,9
AS212_71775,dairy,2337,0.739837398,7
MO007_73418,dairy,2583,0.716995741,7
SRS2870582,dairy,371,0.552560647,1
ERS2068303,fermented_beverages,1007,0.779543198,4
ERS3466787,dairy,1146,0.765270506,3
V1,dairy,1617,0.756957328,3
Q06-21,dairy,1136,0.664612676,3
ERS2032098,dairy,1457,0.642415923,4
ERS2032119,dairy,4728,0.847927242,7
P2143_73322,dairy,1350,0.767407407,3
P2591,dairy,4711,0.927403948,9
TGS03-21,dairy,457,0.562363239,1
TGS08-27,dairy,687,0.831149927,2
TGS08-28,dairy,860,0.588372093,2
SRS2870570,dairy,410,0.565853659,1
ERS3466724,dairy,2542,0.960267506,3
ERS3466773,dairy,2338,0.690761334,4
G3,dairy,490,0.56122449,1
N9,dairy,910,0.682417582,2
V8,dairy,1656,0.722222222,3
ERS2032113,dairy,1361,0.63041881,3
DF_113,dairy,2055,0.727007299,4
DF_123,dairy,2098,0.674451859,5
P2155_73322,dairy,1822,0.878155873,5
DC18-04-BR,dairy,633,0.856240126,2
TGS01-24,dairy,1283,0.770070148,3
TGS03-24,dairy,2307,0.920676203,2
TGS08-30,dairy,4104,0.952729045,8
TGS10-24,dairy,871,0.611940299,3
TGS13-21,dairy,1392,0.58908046,3
SRS2870580,dairy,526,0.572243346,1
Q6,dairy,659,0.558421851,1
R6,dairy,475,0.553684211,1
R8,dairy,1173,0.756180733,2
W4,dairy,1068,0.605805243,2
W9,dairy,1371,0.758570387,2
Q01-23,dairy,2427,0.730943552,5
Q05-29,dairy,1112,0.571043165,2
DF_38,dairy,1036,0.695945946,2
ERS2061102,dairy,1445,0.725951557,3
P2515,dairy,1090,0.80733945,3
P2573,dairy,1018,0.747544204,3
TGS03-27,dairy,2671,0.964807188,3
TGS06-30,dairy,1311,0.820747521,3
T-25,dairy,959,0.58915537,2
T-25.1,dairy,412,0.621359223,1
T-26,dairy,1010,0.627722772,2
V-23,dairy,4058,0.861508132,10
ERS3466775,dairy,1104,0.572463768,2
k10,dairy,950,0.628421053,2
S4,dairy,1258,0.839427663,3
ERS2032093,dairy,1551,0.628626692,3
ERS2061100,dairy,1623,0.724584104,3
TGS13-25,dairy,553,0.537070524,1
FF007_71775,dairy,1380,0.863768116,3
SRS2870583,dairy,564,0.783687943,2
SRS2870601,dairy,647,0.557959815,1
ERS3466785,dairy,639,0.546165884,1
A10,dairy,743,0.823687752,2
W2,dairy,1145,0.68209607,2
W3,dairy,1136,0.61443662,2
Q05-30,dairy,1648,0.58434466,3
SRS1779554,fermented_meat,778,0.642673522,2
P2193_73323,dairy,990,0.921212121,3
P2216_73323,dairy,443,0.896162528,2
P2579,dairy,3838,0.890568004,7
TGS12-27,dairy,663,0.561085973,1
TGS15-27,dairy,2506,0.824820431,3
SRS2870585,dairy,431,0.559164733,1
M9,dairy,458,0.561135371,1
N8,dairy,1026,0.670565302,2
ERS2032109,dairy,1926,0.625649013,4
P2481,dairy,1631,0.691600245,3
P2521,dairy,900,0.701111111,2
H-27,dairy,1449,0.790890269,4
M3,dairy,557,0.626570916,2
Q8,dairy,654,0.556574924,1
NM17-1,dairy,1154,0.819757366,2
Q05-28,dairy,2494,0.796712109,5
ERS2032090,dairy,1721,0.624055782,4
ERS2032104,dairy,5517,0.764908465,8
ERS2032107,dairy,5359,0.809665982,7
P2566,dairy,6017,0.84211401,8
TGS06-28,dairy,982,0.760692464,2
B10,dairy,736,0.869565217,2
C3,dairy,1207,0.83927092,3
J12,dairy,1158,0.650259067,2
J4,dairy,1197,0.731829574,2
J6,dairy,632,0.568037975,1
L6,dairy,1531,0.667537557,4
M4,dairy,999,0.613613614,2
S12,dairy,2331,0.749463749,4
ERS2032111,dairy,4645,0.752206674,6
ERS2061098,dairy,1517,0.719182597,3
P2198_73323,dairy,1084,0.936346863,3
P2569,dairy,3360,0.85922619,7
P2634,dairy,4291,0.869727336,7
TGS04-26,dairy,2007,0.849526657,5
ERS3466768,dairy,673,0.560178306,1
G4,dairy,1000,0.626,2
I12,dairy,1342,0.583457526,3
P11,dairy,2191,0.831583752,5
ERS2032115,dairy,2730,0.708791209,4
ERS2061099,dairy,1192,0.683724832,3
P2_200_75211,dairy,918,0.87254902,3
P2557,dairy,2169,0.808206547,5
DC18-04-AC,dairy,670,0.96119403,2
AS112_71775,dairy,2219,0.785038306,7
AS207_73417,dairy,2173,0.866543948,6
SRS2870575,dairy,473,0.5602537,1
ERS3466729,dairy,1067,0.721649485,2
C4,dairy,1755,0.890598291,4
D9,dairy,2309,0.700303162,4
I9,dairy,1786,0.837066069,4
L9,dairy,2644,0.827912254,5
P6,dairy,1057,0.674550615,2
ERS2032091,dairy,1837,0.621121394,4
ERS2032099,dairy,1812,0.585540839,4
SRS1779550,fermented_meat,1379,0.599709935,2
P2244_73323,dairy,6632,0.878920386,9
DC18-04-AR,dairy,473,0.566596195,1
TGS01-21,dairy,749,0.73164219,2
TGS07-21,dairy,1502,0.719041278,3
TGS09-27,dairy,354,0.593220339,1
H-26,dairy,1056,0.820075758,3
H-29,dairy,5109,0.910745743,8
ERS3466738,dairy,800,0.9175,2
C5,dairy,2288,0.898601399,5
k11,dairy,1166,0.650943396,2
Q7,dairy,658,0.55775076,1
R10,dairy,1113,0.876909254,3
ERS2032102,dairy,3706,0.709929843,5
ERS2032120,dairy,4639,0.759215348,6
ERS2032124,dairy,3952,0.767712551,5
ERS2061101,dairy,1074,0.665735568,3
SRS2706106,fermented_fruits_and_vegetables,1667,0.697060588,4
P2230_73323,dairy,1013,0.786771964,3
P2511,dairy,968,0.829545455,3
P2533,dairy,993,0.802618328,3
TGS06-27,dairy,1066,0.752345216,2
TGS06-29,dairy,1835,0.821798365,4
TGS08-24,dairy,1350,0.784444444,3
SRS2870571,dairy,1409,0.333569908,2
H1,dairy,1218,0.931855501,3
I4,dairy,2539,0.832217408,5
ERS2032095,dairy,1708,0.582552693,3
ERS2032117,dairy,1290,0.617829457,3
DF_40,dairy,1343,0.676842889,3
P2229_73323,dairy,2749,0.802473627,5
P2576,dairy,4862,0.890168655,7
RC17-04-BC,dairy,544,0.698529412,2
SRS6525480,dairy,1573,0.586141132,4
B1,dairy,1665,0.897297297,4
H5,dairy,661,0.815431165,2
I11,dairy,655,0.558778626,1
I8,dairy,2011,0.82446544,4
L1,dairy,1607,0.6565028,3
Q07-24,dairy,1241,0.796132151,3
DF_6,dairy,2160,0.743055556,5
ERS2061097,dairy,1029,0.597667638,2
P2635,dairy,4511,0.823320771,6
H-23,dairy,981,0.777777778,3
ERS2068299,fermented_beverages,713,0.555399719,6
J3,dairy,1693,0.732427643,3
J5,dairy,1219,0.799835931,3
Q1,dairy,2101,0.799143265,5
W5,dairy,1093,0.680695334,2
Q01-21,dairy,1201,0.748542881,3
ERS2032116,dairy,4607,0.814195789,8
CSB729,dairy,4668,0.824335904,6
P2152_73322,dairy,1094,0.886654479,3
P2162_73322,dairy,762,0.879265092,2
P2196_73323,dairy,1342,0.82414307,4
P2512,dairy,1612,0.745657568,4
P2517,dairy,3321,0.941282746,14
P2531,dairy,1064,0.82518797,3
TGS08-26,dairy,1214,0.869028007,3
TGS15-23,dairy,340,0.558823529,1
ERS3466776,dairy,5826,0.843631995,10
M1,dairy,1168,0.654109589,2
M2,dairy,1012,0.600790514,2
N7,dairy,869,0.69735328,2
926_Bonne_Buche,dairy,468,0.653846154,1
E4,dairy,999,0.732732733,3
O8,dairy,1355,0.851660517,4
TGS07-29,dairy,624,0.804487179,2
DF_23,dairy,1571,0.677912158,4
TGS10-27,dairy,1850,0.748108108,4
O-24,dairy,1380,0.598550725,3
I-27,dairy,1441,0.606523248,3
F12,dairy,1922,0.693028096,4
E5,dairy,1036,0.86003861,3
G1,dairy,964,0.640041494,2
Q03-25,dairy,1080,0.600925926,2
S2,dairy,1049,0.850333651,3
PR006_71775,dairy,1566,0.751596424,4
O-24.1,dairy,909,0.596259626,2
SRS2706109,fermented_fruits_and_vegetables,1025,0.697560976,3
AF34,dairy,2675,0.533084112,4
AF66,fermented_grains_legumes_and_seeds,3230,0.812383901,10
B2,dairy,1415,0.575265018,2
SRS6115053,fermented_grains_legumes_and_seeds,3292,0.560753341,9
N5,dairy,1061,0.788878417,3
S5,dairy,1232,0.823863636,3
Q03-24,dairy,1088,0.613051471,2
ERS3967736,fermented_fruits_and_vegetables,1725,0.675942029,3
F7,dairy,733,0.892223738,2
TGS07-27,dairy,436,0.614678899,1
N3,dairy,701,0.851640514,2
F4,dairy,1295,0.608494208,3
O-28,dairy,1671,0.679832436,4
F5,dairy,1516,0.831134565,4
O-23,dairy,1263,0.590657165,3
F11,dairy,1815,0.611570248,3
E3,dairy,990,0.760606061,3
O6,dairy,1246,0.919743178,4
Q02-21,dairy,1770,0.816949153,4
TGS11-30,dairy,3687,0.787903445,6
C1,dairy,866,0.651270208,2
D1,dairy,1319,0.937073541,3
E8,dairy,933,0.638799571,2
Q10,dairy,1406,0.709815078,4
P2590,dairy,2050,0.795609756,6
TGS13-24,dairy,507,0.542406312,1
G11,dairy,1324,0.706193353,3
P4,dairy,2013,0.946348733,4
ERS3466754,dairy,951,0.803364879,3
ERS3466782,dairy,1156,0.75432526,2
B7,dairy,1007,0.623634558,2
F3,dairy,468,0.94017094,2
N4,dairy,2021,0.719445819,4
Q12,dairy,857,0.610268378,2
U-2-8,dairy,1161,0.698535745,2
P2168_73322,dairy,905,0.584530387,2
P2554,dairy,4485,0.83567447,6
SRS2870577,dairy,430,0.569767442,1
M11,dairy,400,0.5525,1
AF72,fermented_grains_legumes_and_seeds,1434,0.674337517,4
SRS2870589,dairy,322,0.531055901,1
D2,dairy,1557,0.786769428,4
380_Stawley,dairy,1292,0.736842105,2
Q03-23,dairy,1154,0.716637782,3
ERS3967725,dairy,532,0.616541353,1
E11,dairy,1438,0.600139082,2
E7,dairy,987,0.629179331,2
O1,dairy,994,0.642857143,2
TGS11-26,dairy,788,0.579949239,2
G6,dairy,970,0.792783505,2
k7,dairy,292,0.565068493,1
O3,dairy,1816,0.763215859,4
ERS1739835,dairy,1140,0.584210526,2
A6,dairy,1556,0.766066838,4
D5,dairy,1157,0.742437338,2
ERS2032092,dairy,1931,0.585189021,4
P2177_73322,dairy,1689,0.765541741,5
TGS07-30,dairy,358,0.586592179,1
ERS3466718,dairy,1028,0.694552529,2
D4,dairy,1094,0.78702011,2
E6,dairy,825,0.653333333,2
P2571,dairy,3288,0.883211679,6
TGS06-25,dairy,1243,0.831053902,3
C11,dairy,460,0.589130435,1
O5,dairy,2257,0.748781568,4
P2589,dairy,2479,0.731746672,6
TGS09-23,dairy,916,0.590611354,2
3m-1_S2,dairy,577,0.601386482,1
C8,dairy,1394,0.783357245,3
P2163_73322,dairy,486,0.582304527,1
P2169_73322,dairy,473,0.589852008,1
SRS2870576,dairy,344,0.561046512,1
ERS3466745,dairy,844,0.636255924,2
D11,dairy,310,0.580645161,1
O9,dairy,1016,0.86515748,3
P5,dairy,2491,0.835006022,5
P2540,dairy,843,0.597864769,2
P2574,dairy,5609,0.868604029,8
TGS03-26,dairy,3976,0.886317907,3
TGS15-21,dairy,624,0.974358974,2
24h-3_S5,dairy,549,0.566484517,1
TGS12-25,dairy,504,0.587301587,1
SRS2870573,dairy,371,0.652291105,1
R3,dairy,1452,0.755509642,3
U-2-9,dairy,933,0.649517685,2
ERS3967719,dairy,1219,0.680065628,4
P2539,dairy,740,0.610810811,2
F1,dairy,1964,0.719959267,4
k8,dairy,758,0.626649077,2
U-2-7,dairy,662,0.584592145,1
P2564,dairy,4208,0.795389734,5
PA012_73417,dairy,3220,0.774223602,10
E10,dairy,863,0.626882966,2
C10,dairy,373,0.587131367,1
H8,dairy,618,0.603559871,1
